3288220.5581,4745921.073,2700941.867,0.282209,0.446357,0.848979,0.018918
3288220.5549,4745921.0783,2700941.8657,0.282263,0.446345,0.848967,0.018948
3288220.5549,4745921.0783,2700941.8657,0.282263,0.446345,0.848967,0.018948
3288220.5538,4745921.0767,2700941.8653,0.282243,0.44658,0.848849,0.018974
3288220.549,4745921.08,2700941.8639,0.282169,0.446596,0.848867,0.018934
3288220.5487,4745921.0802,2700941.8648,0.282269,0.446571,0.848844,0.019025
3288220.5487,4745921.0802,2700941.8648,0.282269,0.446571,0.848844,0.019025
3288220.5479,4745921.0797,2700941.8654,0.282175,0.446634,0.848843,0.018994
3288220.5479,4745921.0797,2700941.8654,0.282175,0.446634,0.848843,0.018994
3288220.5441,4745921.0821,2700941.8631,0.282114,0.446657,0.848851,0.018985
3288220.5441,4745921.0821,2700941.8631,0.282114,0.446657,0.848851,0.018985
3288220.5439,4745921.0814,2700941.8631,0.28213,0.446575,0.848889,0.019002
3288220.5422,4745921.0841,2700941.8613,0.282037,0.446532,0.848943,0.01896
3288220.5422,4745921.0841,2700941.8613,0.282037,0.446532,0.848943,0.01896
3288220.5429,4745921.0841,2700941.8618,0.28204,0.446487,0.848965,0.018987
3288220.5429,4745921.0841,2700941.8618,0.28204,0.446487,0.848965,0.018987
3288220.5405,4745921.0871,2700941.861,0.28179,0.446449,0.849071,0.018875
3288220.5407,4745921.0874,2700941.8611,0.281787,0.446384,0.849106,0.018895
3288220.5407,4745921.0874,2700941.8611,0.281787,0.446384,0.849106,0.018895
3288220.5409,4745921.0875,2700941.8601,0.281736,0.446428,0.8491,0.018887
3288220.5409,4745921.0875,2700941.8601,0.281736,0.446428,0.8491,0.018887
3288220.539,4745921.0892,2700941.8592,0.281616,0.446298,0.849209,0.018846
3288220.5394,4745921.0894,2700941.8594,0.281691,0.446345,0.849157,0.018912
3288220.5394,4745921.0894,2700941.8594,0.281691,0.446345,0.849157,0.018912
3288220.5379,4745921.0902,2700941.8574,0.28186,0.446384,0.849078,0.019053
3288220.5379,4745921.0902,2700941.8574,0.28186,0.446384,0.849078,0.019053
3288220.5376,4745921.0902,2700941.8578,0.281948,0.44628,0.849101,0.019146
3288220.5376,4745921.0902,2700941.8578,0.281948,0.44628,0.849101,0.019146
3288220.536,4745921.0914,2700941.8579,0.28192,0.446233,0.849135,0.019148
3288220.5361,4745921.0916,2700941.858,0.282117,0.446207,0.84908,0.019281
3288220.5361,4745921.0916,2700941.8581,0.282117,0.446118,0.849127,0.019286
3288220.5361,4745921.0916,2700941.8581,0.282068,0.446132,0.849137,0.019253
3288220.5362,4745921.0917,2700941.858,0.28206,0.44615,0.84913,0.01926
3288220.5362,4745921.0917,2700941.858,0.282096,0.446179,0.849102,0.019287
3288220.5362,4745921.0917,2700941.858,0.28212,0.446103,0.849134,0.019283
3288220.5353,4745921.0926,2700941.8573,0.281999,0.446185,0.849133,0.019221
3288220.5354,4745921.0927,2700941.8572,0.282043,0.446083,0.849171,0.019256
3288220.5354,4745921.0927,2700941.8572,0.28204,0.446218,0.849101,0.019239
3288220.5353,4745921.0927,2700941.8572,0.282074,0.446276,0.849058,0.019276
3288220.5353,4745921.0927,2700941.8572,0.282074,0.446276,0.849058,0.019276
3288220.5357,4745921.0928,2700941.8568,0.281784,0.446003,0.849302,0.019113
3288220.5357,4745921.0928,2700941.8568,0.281862,0.446203,0.84917,0.019152
3288220.5357,4745921.0928,2700941.8568,0.281752,0.446112,0.849257,0.019075
3288220.5345,4745921.0935,2700941.8575,0.281737,0.446055,0.849291,0.019078
3288220.5345,4745921.0935,2700941.8575,0.281813,0.44598,0.849304,0.019123
3288220.5345,4745921.0935,2700941.8575,0.281813,0.44598,0.849304,0.019123
3288220.5345,4745921.0935,2700941.8575,0.281813,0.44598,0.849304,0.019123
3288220.5345,4745921.0934,2700941.8575,0.281917,0.446168,0.849169,0.019185
3288220.5345,4745921.0935,2700941.8574,0.281778,0.446104,0.849251,0.019106
3288220.5345,4745921.0935,2700941.8574,0.28179,0.446117,0.84924,0.019114
3288220.5345,4745921.0935,2700941.8574,0.28179,0.446117,0.84924,0.019114
3288220.5336,4745921.0941,2700941.8573,0.281738,0.446241,0.849192,0.019106
3288220.5336,4745921.0942,2700941.8573,0.281761,0.446073,0.849273,0.01911
3288220.5336,4745921.0942,2700941.8573,0.281679,0.446162,0.849254,0.019068
3288220.5336,4745921.0942,2700941.8574,0.281673,0.446121,0.849278,0.019054
3288220.5336,4745921.0942,2700941.8574,0.281808,0.446042,0.849273,0.019138
3288220.5336,4745921.0942,2700941.8574,0.281818,0.446036,0.849273,0.019147
3288220.5336,4745921.0942,2700941.8574,0.281776,0.446153,0.849226,0.019114
3288220.5336,4745921.0942,2700941.8574,0.28168,0.446135,0.849268,0.019065
3288220.5336,4745921.0942,2700941.8574,0.28168,0.446135,0.849268,0.019065
3288220.5336,4745921.0942,2700941.8574,0.281769,0.446122,0.849244,0.019109
3288220.5336,4745921.0942,2700941.8574,0.281749,0.44608,0.849273,0.019105
3288220.5336,4745921.0942,2700941.8574,0.281749,0.44608,0.849273,0.019105
3288220.5335,4745921.0942,2700941.8574,0.281812,0.446124,0.849228,0.01914
3288220.5336,4745921.0942,2700941.8574,0.28174,0.44619,0.849218,0.019103
3288220.5336,4745921.0942,2700941.8574,0.28174,0.44619,0.849218,0.019103
3288220.5335,4745921.0942,2700941.8574,0.281853,0.44609,0.849232,0.019162
3288220.5336,4745921.0942,2700941.8574,0.281683,0.446085,0.849293,0.019071
3288220.5335,4745921.0942,2700941.8574,0.281877,0.446109,0.849214,0.019177
3288220.5336,4745921.0942,2700941.8574,0.281777,0.446182,0.84921,0.019121
3288220.5336,4745921.0942,2700941.8574,0.281848,0.44613,0.849213,0.019155
3288220.5335,4745921.0942,2700941.8574,0.281833,0.446267,0.849146,0.019145
3288220.5335,4745921.0942,2700941.8574,0.281833,0.446267,0.849146,0.019145
3288220.5336,4745921.0942,2700941.8574,0.281794,0.446162,0.849215,0.019117
3288220.5336,4745921.0942,2700941.8574,0.281887,0.446176,0.849175,0.019184
3288220.5336,4745921.0942,2700941.8574,0.28157,0.446055,0.849348,0.019001
3288220.5336,4745921.0942,2700941.8574,0.281617,0.446258,0.849226,0.019029
3288220.5336,4745921.0942,2700941.8574,0.281617,0.446258,0.849226,0.019029
